Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,Ţara
,IBUPROFENUM,997,,,9976007,Eurofast,M01AE01,Full,pentru tratamentul episodic,,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",India
,IBUPROFENUM,997,,,9976007,Eurofast,M01AE01,Full,pentru tratamentul episodic,,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",India
,IBUPROFENUM,997,,,9977004,Ibuprofen,M01AE01,Full,pentru tratamentul episodic,,UPM din Borisov SAD,Belarus
,IBUPROFENUM,997,,,9977005,Ibuprofen,M01AE01,Full,pentru tratamentul episodic,,"Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina(PROD: Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina; )",Ucraina
,IBUPROFENUM,997,,,9977012,Ibuprofen Aktiv,M01AE01,Full,pentru tratamentul episodic,,"Replek Farm Ltd. Skopje, Republica Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, Republica Macedonia de Nord; )",Republica Macedonia de Nord
,IBUPROFENUM,997,,,9977007,Nurofen,M01AE01,Full,pentru tratamentul episodic,,Reckitt Benckiser Healthcare International Ltd,Marea Britanie
,IBUPROFENUM,997,,,9977007,Nurofen,M01AE01,Full,pentru tratamentul episodic,,Reckitt Benckiser Healthcare International Ltd,Marea Britanie
,IBUPROFENUM,997,,,9977011,Nurofast,M01AE01,Full,pentru tratamentul episodic,,"Binofarm SA, Rusia(PROD: Alium SA, Rusia; )",Rusia
,IBUPROFENUM,997,,,9977008,Mac-Profen,M01AE01,Full,pentru tratamentul episodic,,Replek Farm Ltd.,Macedonia
,IBUPROFENUM,997,,,9977009,Ibuprofen-BP,M01AE01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
,IBUPROFENUM,997,,,9977010,Ibuprofen-BP,M01AE01,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
414,IBUPROFENUM,,,4143007,,Sammit® Max,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Medochemie Ltd (prod.: Medochemie Ltd- Factory AZ, Cipru)",Cipru
414,IBUPROFENUM,,,4141211,,Syafen®,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Sopharma AD, Bulgaria(PROD: Sopharma AD, Bulgaria; )",Bulgaria
414,IBUPROFENUM,,,4141214,,Flamibu KID,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",India
414,IBUPROFENUM,,,4141208,,"Nurofen® pentru copii, cu aromă de portocale",M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Healthcare International Ltd (prod.: Reckitt Benckiser Healthcare (UK) Limited, Marea Britanie)",Marea Britanie
414,IBUPROFENUM,,,4141103,,Nurofen® pentru copii,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Healthcare International Limited (prod.: Famar A.V.E., Grecia)",Marea Britanie
414,IBUPROFENUM,,,4141404,,Nurofen® Junior cu aromă de portocale,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Healthcare International Ltd (prod.: Reckitt Benckiser Healthcare (UK) Limited, Marea Britanie)",Marea Britanie
414,IBUPROFENUM,,,4144001,,Nurofen® Forte,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Reckitt Benckiser Healthcare International Ltd,Marea Britanie
414,IBUPROFENUM,,,4144001,,Nurofen® Forte,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Reckitt Benckiser Healthcare International Ltd,Marea Britanie
414,IBUPROFENUM,,,4142003,,Nurofen Express Forte,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Healthcare International Ltd (prod.: Reckitt Benckiser Healthcare International Ltd., Marea Britanie)",Marea Britanie
414,IBUPROFENUM,,,4142003,,Nurofen Express Forte,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Romania SRL, România(PROD: RB NL Brands B.V., Olanda; )",România
414,IBUPROFENUM,,,4146006,,Panafen 200 mg capsule moi,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Biofarm S.A., România(PROD: Biofarm S.A., România; )",România
414,IBUPROFENUM,,,4146003,,Nurofen® Express,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Romania SRL, România(PROD: RB NL Brands B.V., Olanda; )",România
414,IBUPROFENUM,,,4146003,,Nurofen Express,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser Healthcare International Ltd (prod.: Banner Pharmacaps Europe B.V., Olanda; Reckitt Benckiser Healthcare International Ltd., Marea Britanie)",Marea Britanie
414,IBUPROFENUM,,,4147007,,Nurofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Reckitt Benckiser Healthcare International Ltd,Marea Britanie
414,IBUPROFENUM,,,4147007,,Nurofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Reckitt Benckiser Healthcare International Ltd,Marea Britanie
414,IBUPROFENUM,,,4141209,,MIG® pentru copii,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",Germania
414,IBUPROFENUM,,,4141405,,Mig® forte pentru copii,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",Germania
414,IBUPROFENUM,,,4141406,,Flamibu cu aromă de căpșuni,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",India
414,IBUPROFENUM,,,4141407,,Flamibu cu aromă de portocale,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",India
414,IBUPROFENUM,,,4147008,,Mac-Profen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Replek Farm Ltd.,Macedonia
414,IBUPROFENUM,,,4143011,,Inflanor,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Zentiva k.s., Cehia(PROD: S.C. Zentiva S.A., România; ,Zentiva k.s., Cehia; )",Cehia
414,IBUPROFENUM,,,4143008,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
414,IBUPROFENUM,,,4143008,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
414,IBUPROFENUM,,,4147009,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
414,IBUPROFENUM,,,4143010,,Ibuprofen MAX,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",Republica Belarus
414,IBUPROFENUM,,,4143004,,Ibuprofen Grindex,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Grindeks SA,Letonia
414,IBUPROFENUM,,,4143004,,Ibuprofen Grindex,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Grindeks SA,Letonia
414,IBUPROFENUM,,,4143013,,Ibuprofen Aktiv,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Replek Farm Ltd. Skopje, Republica Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, Republica Macedonia de Nord; )",Republica Macedonia de Nord
414,IBUPROFENUM,,,4143014,,Nurofast,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Binofarm SA, Rusia(PROD: Alium SA, Rusia; )",Rusia
414,IBUPROFENUM,,,4141001,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Eurofarmaco SA, ÎCS",Republica Moldova
414,IBUPROFENUM,,,4141104,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
414,IBUPROFENUM,,,4143009,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",Germania
414,IBUPROFENUM,,,4143009,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",Germania
414,IBUPROFENUM,,,4147004,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,UPM din Borisov SAD,Belarus
414,IBUPROFENUM,,,4147005,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina(PROD: Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina; )",Ucraina
414,IBUPROFENUM,,,4147012,,Ibuprofen Aktiv,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Replek Farm Ltd. Skopje, Republica Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, Republica Macedonia de Nord; )",Republica Macedonia de Nord
414,IBUPROFENUM,,,4147010,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
414,IBUPROFENUM,,,4147011,,Nurofast,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Binofarm SA, Rusia(PROD: Alium SA, Rusia; )",Rusia
414,IBUPROFENUM,,,4146001,,Ibufen® Junior,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia",Polonia
414,IBUPROFENUM,,,4146001,,Ibufen® Junior,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia",Polonia
414,IBUPROFENUM,,,4141403,,Ibufen® Forte cu aromă de zmeură,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Pharmaceutical Works Polpharma S.A. (prod.: Medana Pharma SA, Polonia)",Polonia
414,IBUPROFENUM,,,4141402,,Ibufen® Forte cu aromă de căpșuni,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Pharmaceutical Works Polpharma S.A. (prod.: Medana Pharma SA, Polonia)",Polonia
414,IBUPROFENUM,,,4141207,,Ibufen D,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Medana Pharma SA,Polonia
414,IBUPROFENUM,,,4141206,,Ibufen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Medana Pharma SA,Polonia
414,IBUPROFENUM,,,4143002,,Ibalgin® Forte,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,Sanofi Romania SRL,România
414,IBUPROFENUM,,,4143001,,Bruss,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Swiss Parenterals Ltd., India(PROD: Swiss Parenterals Ltd., India; )",India
414,IBUPROFENUM,,,4142004,,Brufen® Rapid,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Abbott Laboratories GmbH, Germania(PROD: Geltec Private Limited, India; )",Germania
414,IBUPROFENUM,,,4142005,,Panafen Forte 400 mg capsule moi,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Biofarm S.A., România(PROD: Biofarm S.A., România; )",România
414,IBUPROFENUM,,,4142006,,Eurofast,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",India
414,IBUPROFENUM,,,4142006,,Eurofast,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",India
414,IBUPROFENUM,,,4146004,,Brufen® Rapid,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Abbott Laboratories GmbH, Germania(PROD: Geltec Private Limited, India; )",Germania
414,IBUPROFENUM,,,4146007,,Eurofast,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",India
414,IBUPROFENUM,,,4146007,,Eurofast,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",India
414,IBUPROFENUM,,,4141203,,Bofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"UCF Borsceagov SAP,CŞP",Ucraina
414,IBUPROFENUM,,,4141201,,Algin baby,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Sanofi Romania SRL (prod.: A.Nattermann & Cie GmbH, Germania; Zentiva k.s., Cehia)",România
414,IBUPROFENUM,,,4141204,,Bufron®,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
414,IBUPROFENUM,,,4143012,,Nurofen® Ultra 400 mg,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Reckitt Benckiser (România) SRL, România(PROD: RB NL Brands B.V., Olanda; )",România
003,INDAPAMIDUM,,,0031008,,Indapen®,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Pharmaceutical Works Polpharma S.A., Polonia(PROD: Pharmaceutical Works Polpharma S.A., Polonia; )",Polonia
003,INDAPAMIDUM,,,0031014,,Indap®,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,PRO.MED.CS Praha a.s.,Cehia
003,INDAPAMIDUM,,,0031016,,Indap®,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,PRO.MED.CS Praha a.s.,Cehia
003,INDAPAMIDUM,,,0031017,,Indapamid-BP,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
003,INDAPAMIDUM,,,0032001,,"Indapamid LPH® 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"LaborMed Pharma SA, SC",România
003,INDAPAMIDUM,,,0032002,,"Rawel® SR 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
003,INDAPAMIDUM,,,0032005,,"Tertensif® SR 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Les Laboratoires Servier (prod.: Anpharm Przedsiebiorstwo Farmaceutyczne S.A., Polonia; Les Laboratoires Servier Industrie, Franţa; Servier (Ireland) Industries Ltd, Irlanda)",Franţa
003,INDAPAMIDUM,,,0032006,,Indapen SR,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,Pharmaceutical Works Polpharma S.A.,Polonia
003,INDAPAMIDUM,,,0032008,,Indalong,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekfarm SRL,Republica Belarus
003,INDAPAMIDUM,,,0032009,,"Impamid® SR 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter România SA,România
003,INDAPAMIDUM,,,0032016,,Indapamid-BP,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
003,INDAPAMIDUM,,,0032016,,Indapamid-BP,C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
003,INDAPAMIDUM,,,0032017,,"Flupamid SR 1,5 mg",C03BA11,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Turcia
710,INSULINUM ASPARTUM,,,7101001,,NovoRapid® FlexPen®,A10AB05,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S, Danemarca(PROD: Novo Nordisk A/S, Danemarca; )",Danemarca
710,INSULINUM ASPARTUM,,,7102001,,NovoRapid® Penfill®,A10AB05,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S, Danemarca(PROD: Novo Nordisk A/S, Danemarca; ,Novo Nordisk Production SAS, Franţa; )",Danemarca
711,INSULINUM ASPARTUM BIPHASIC,,,7111001,,NovoMix® 30 FlexPen®,A10AD05,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S, Danemarca(PROD: Novo Nordisk A/S, Danemarca; ,Novo Nordisk Production SAS, Franţa; )",Danemarca
712,INSULINUM DEGLUDECUM,,,7121001,,Tresiba® FlexTouch®,A10AE06,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S, Danemarca(PROD: Novo Nordisk A/S, Danemarca; ,Novo Nordisk Production SAS, Franţa; )",Danemarca
713,INSULINUM DETEMIRUM,,,7131001,,Levemir® FlexPen®,A10AE05,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S, Danemarca(PROD: Novo Nordisk A/S, Danemarca; ,Novo Nordisk Production SAS, Franţa; )",Danemarca
714,INSULINUM GLARGINUM,,,7141001,,Lantus® SoloStar®,A10AE04,Full,Pentru tratamentul diabetului zaharat,,"Sanofi-Aventis Deutschland GmbH, Germania(PROD: Sanofi-Aventis Deutschland GmbH, Germania; )",Germania
714,INSULINUM GLARGINUM,,,7142001,,Toujeo® SoloStar®,A10AE04,Full,Pentru tratamentul diabetului zaharat,,"Sanofi-Aventis Deutschland GmbH, Germania(PROD: Sanofi-Aventis Deutschland GmbH, Germania; )",Germania
715,INSULINUM GLULISINUM,,,7151001,,Apidra® SoloStar®,A10AB06,Full,Pentru tratamentul diabetului zaharat,,"Sanofi-Aventis Deutschland GmbH, Germania(PROD: Sanofi-Aventis Deutschland GmbH, Germania; )",Germania
706,INSULINUM HUMANUM,,,7061001,,Actrapid® HM Penfill®,A10AB01,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S (prod.: Novo Nordisk A/S, Danemarca; Novo Nordisk Production SAS, Franţa)",Danemarca
706,INSULINUM HUMANUM,,,7062001,,Actrapid® HM,A10AB01,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S (prod.: Novo Nordisk A/S, Danemarca; Novo Nordisk Production SAS, Franţa)",Danemarca
707,INSULINUM HUMANUM,,,7071001,,Protaphane® HM,A10AC01,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S (prod.: Novo Nordisk A/S, Danemarca; Novo Nordisk Production SAS, Franţa)",Danemarca
707,INSULINUM HUMANUM,,,7072002,,Protaphane® HM Penfill,A10AC01,Full,Pentru tratamentul diabetului zaharat,,"Novo Nordisk A/S (prod.: Novo Nordisk A/S, Danemarca; Novo Nordisk Production SAS, Franţa)",Danemarca
038,ISOSORBIDI MONONITRAS,,,0381001,,Monosan,C01DA14,Partial,Pentru tratamentul maladiilor cardiovasculare,,PRO.MED.CS Praha a.s.,Cehia
038,ISOSORBIDI MONONITRAS,,,0382001,,Monosan,C01DA14,Partial,Pentru tratamentul maladiilor cardiovasculare,,PRO.MED.CS Praha a.s.,Cehia
858,KETOPROFENUM,958,,8582001,9582001,Ketonal® Forte,M01AE03,Full,pentru tratamentul episodic,,Lek Pharmaceuticals d.d./Ljubljana,Slovenia
858,KETOPROFENUM,958,,8582002,9582002,Ultrafastin®,M01AE03,Full,pentru tratamentul episodic,,"Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia; Pharmaceutical Works Polpharma S.A., Polonia",Polonia
858,KETOPROFENUM,958,,8584001,9584001,Ketonal®,M01AE03,Full,pentru tratamentul episodic,,Lek Pharmaceuticals d.d./Ljubljana,Slovenia
858,KETOPROFENUM,958,,8584002,9584002,Ketoprofen-BP,M01AE03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
858,KETOPROFENUM,958,,8584002,9584002,Ketoprofen-BP,M01AE03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
858,KETOPROFENUM,958,,8585001,9585001,Artrocol,M01AE03,Full,pentru tratamentul episodic,,"World Medicine Ltd, Georgia(PROD: World Medicine Ilac San.ve Tic. A.Ș., Turcia; )",Georgia
858,KETOPROFENUM,958,,8585002,9585002,Ketonal®,M01AE03,Full,pentru tratamentul episodic,,"Sandoz Ilac Sanayi ve Ticaret A.S., Turcia",Slovenia
858,KETOPROFENUM,958,,8585003,9585003,Ketoprofen,M01AE03,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
858,KETOPROFENUM,958,,8587001,9587001,Solket,M01AE03,Full,pentru tratamentul episodic,,"Aesculapius Farmaceutici S.r.l., Italia(PROD: Special Product's Line S.p.A., Italia; )",Italia
404,KETOPROFENUM,,,4042002,,Ultrafastin®,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,"Pharmaceutical Works Polpharma S.A., Polonia(PROD: Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia; ,Pharmaceutical Works Polpharma S.A., Polonia; )",Polonia
404,KETOPROFENUM,,,4045003,,Ketoprofen,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
404,KETOPROFENUM,,,4042001,,Ketonal® Forte,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,Lek Pharmaceuticals d.d./Ljubljana,Slovenia
404,KETOPROFENUM,,,4045002,,Ketonal®,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,"Sandoz Ilac Sanayi ve Ticaret A.S., Turcia",Slovenia
404,KETOPROFENUM,,,4045001,,Artrocol,M01AE03,Full,Pentru tratamentul în Îngrijiri paliative,,"World Medicine Ltd, Georgia(PROD: World Medicine Ilac San.ve Tic. A.Ș., Turcia; )",Georgia
511,LAMOTRIGINUM,,,5111006,,Lamictal™,N03AX09,Full,Pentru tratamentul epilepsiei,,"The Wellcome Foundation Ltd (prod.: GlaxoSmithKline Pharmaceuticals SA, Polonia)",Marea Britanie
511,LAMOTRIGINUM,,,5111010,,Lanistor,N03AX09,Full,Pentru tratamentul epilepsiei,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
511,LAMOTRIGINUM,,,5112006,,Lanistor,N03AX09,Full,Pentru tratamentul epilepsiei,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
511,LAMOTRIGINUM,,,5112017,,Lamotrix®,N03AX09,Full,Pentru tratamentul epilepsiei,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
511,LAMOTRIGINUM,,,5112011,,Lamictal™,N03AX09,Full,Pentru tratamentul epilepsiei,,"The Wellcome Foundation Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",Marea Britanie
511,LAMOTRIGINUM,,,5112018,,Lamotrix®,N03AX09,Full,Pentru tratamentul epilepsiei,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
511,LAMOTRIGINUM,,,5112019,,Lanistor,N03AX09,Full,Pentru tratamentul epilepsiei,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
841,LAMOTRIGINUM,942,,8411006,9421006,Lamictal™,N03AX09,Full,pentru tratamentul episodic,,"The Wellcome Foundation Ltd (prod.: GlaxoSmithKline Pharmaceuticals SA, Polonia)",Marea Britanie
841,LAMOTRIGINUM,942,,8411010,9421010,Lanistor,N03AX09,Full,pentru tratamentul episodic,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
841,LAMOTRIGINUM,942,,8412006,9422006,Lanistor,N03AX09,Full,pentru tratamentul episodic,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
841,LAMOTRIGINUM,942,,8412017,9422017,Lamotrix®,N03AX09,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
841,LAMOTRIGINUM,942,,8412011,9422011,Lamictal™,N03AX09,Full,pentru tratamentul episodic,,"The Wellcome Foundation Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",Marea Britanie
841,LAMOTRIGINUM,942,,8412018,9422018,Lamotrix®,N03AX09,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
841,LAMOTRIGINUM,942,,8412019,9422019,Lanistor,N03AX09,Full,pentru tratamentul episodic,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
074,LEFLUNOMIDUM,,,0741001,,Elafra,L04AA13,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Rompharm Company SRL, SC (prod.: Haupt Pharma Munster GmbH, Germania; Rompharm Company SRL, SC, România)",România
074,LEFLUNOMIDUM,,,0741002,,Lefno®,L04AA13,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
053,LERCANIDIPINUM,,,0531001,,Lerkamen®,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Germania
053,LERCANIDIPINUM,,,0531002,,Lercanidipino STADA,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",Spania
053,LERCANIDIPINUM,,,0531003,,Lercanid-BP,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
053,LERCANIDIPINUM,,,0531004,,Lercania,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",Ucraina
053,LERCANIDIPINUM,,,0531005,,Vanlerc,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Ucraina
